,Company,Type,Ram,Weight,Price,Touchscreen,Ips,ppi,Cpu brand,HDD,SSD,Gpu brand,os
486,Dell,Workstation,16,2.17,124568.64,0,0,141.21199808219862,Intel Core i7,0,512,Nvidia,Windows
487,Dell,Notebook,16,2.06,101178.72,0,0,141.21199808219862,Intel Core i7,0,512,Nvidia,Windows
488,Lenovo,Ultrabook,16,1.36,95797.44,0,0,176.23257360658386,Intel Core i7,0,512,Intel,Windows
489,Asus,Ultrabook,16,0.91,103896.0,0,0,176.23257360658386,Intel Core i7,0,512,Intel,Windows
490,Lenovo,Notebook,8,2.3,53918.8272,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia,Windows
491,Toshiba,Ultrabook,32,1.05,149130.72,1,0,165.6321180513006,Intel Core i7,0,512,Intel,Windows
492,Asus,Gaming,8,1.99,71928.0,0,0,141.21199808219862,Intel Core i7,1000,128,Nvidia,Windows
493,Acer,Notebook,8,2.2,30849.12,0,0,100.45466986113651,AMD Processor,1000,0,AMD,Windows
494,Asus,Gaming,24,4.33,67612.32,1,0,127.33567457123111,Intel Core i7,1000,256,Nvidia,Windows
495,Lenovo,Ultrabook,8,1.3,58554.72,0,0,125.36742798669837,Intel Core i5,0,180,Intel,Windows
496,Lenovo,Notebook,8,2.17,47893.392,0,0,141.21199808219862,Intel Core i7,0,256,Intel,Windows
497,HP,Notebook,8,1.48,93186.72,0,0,157.3505121487356,Intel Core i7,0,1000,Intel,Windows
498,Lenovo,Notebook,8,1.4,50562.72,0,0,165.6321180513006,Intel Core i3,0,256,Intel,Windows
